alert_id,entity_id,alert_type,evidence_id,confidence,explanation
A01050,P0365,DENSE_NETWORK_CLUSTER,C03203,0.91,Entity is located in a densely connected synthetic graph cluster.
A01051,P0015,LOCATION_ASSOCIATION,C00007,0.86,A linked vehicle/person was observed at a monitored synthetic location.
A01052,P0067,LOCATION_ASSOCIATION,C05701,0.86,A linked vehicle/person was observed at a monitored synthetic location.
A01053,P0044,DENSE_NETWORK_CLUSTER,C01391,0.82,Entity is located in a densely connected synthetic graph cluster.
A01054,P0153,LOCATION_ASSOCIATION,C05211,0.65,A linked vehicle/person was observed at a monitored synthetic location.
A01055,P0451,HIGH_CALL_ACTIVITY,C01278,0.72,Repeated communication was detected between connected entities.
A01056,P0453,HIGH_CALL_ACTIVITY,T02229,0.82,Repeated communication was detected between connected entities.
A01057,P0006,UNUSUAL_TRANSACTION,C00530,0.74,Transaction pattern deviates from the synthetic baseline.
A01058,P0282,HIGH_CALL_ACTIVITY,C03072,0.76,Repeated communication was detected between connected entities.
A01059,P0166,HIGH_CALL_ACTIVITY,C04521,0.9,Repeated communication was detected between connected entities.
A01060,P0354,LOCATION_ASSOCIATION,T02488,0.85,A linked vehicle/person was observed at a monitored synthetic location.
A01061,P0183,DENSE_NETWORK_CLUSTER,T01640,0.92,Entity is located in a densely connected synthetic graph cluster.
A01062,P0367,LOCATION_ASSOCIATION,C03560,0.75,A linked vehicle/person was observed at a monitored synthetic location.
A01063,P0107,HIGH_CALL_ACTIVITY,C02951,0.9,Repeated communication was detected between connected entities.
A01064,P0362,UNUSUAL_TRANSACTION,C03679,0.65,Transaction pattern deviates from the synthetic baseline.
A01065,P0439,LOCATION_ASSOCIATION,T00497,0.77,A linked vehicle/person was observed at a monitored synthetic location.
A01066,P0263,UNUSUAL_TRANSACTION,T02191,0.83,Transaction pattern deviates from the synthetic baseline.
A01067,P0379,HIGH_CALL_ACTIVITY,C02062,0.65,Repeated communication was detected between connected entities.
A01068,P0204,LOCATION_ASSOCIATION,T01809,0.63,A linked vehicle/person was observed at a monitored synthetic location.
A01069,P0041,LOCATION_ASSOCIATION,C01282,0.79,A linked vehicle/person was observed at a monitored synthetic location.
A01070,P0107,LOCATION_ASSOCIATION,T02106,0.96,A linked vehicle/person was observed at a monitored synthetic location.
A01071,P0239,LOCATION_ASSOCIATION,C02481,0.74,A linked vehicle/person was observed at a monitored synthetic location.
A01072,P0298,DENSE_NETWORK_CLUSTER,F00859,0.79,Entity is located in a densely connected synthetic graph cluster.
A01073,P0402,LOCATION_ASSOCIATION,C03720,0.74,A linked vehicle/person was observed at a monitored synthetic location.
A01074,P0091,UNUSUAL_TRANSACTION,C01131,0.78,Transaction pattern deviates from the synthetic baseline.
A01075,P0431,UNUSUAL_TRANSACTION,C01847,0.63,Transaction pattern deviates from the synthetic baseline.
A01076,P0132,HIGH_CALL_ACTIVITY,C04049,0.62,Repeated communication was detected between connected entities.
A01077,P0385,UNUSUAL_TRANSACTION,F00121,0.68,Transaction pattern deviates from the synthetic baseline.
A01078,P0391,DENSE_NETWORK_CLUSTER,C02383,0.91,Entity is located in a densely connected synthetic graph cluster.
A01079,P0460,DENSE_NETWORK_CLUSTER,C00988,0.88,Entity is located in a densely connected synthetic graph cluster.
A01080,P0441,HIGH_CALL_ACTIVITY,C04967,0.75,Repeated communication was detected between connected entities.
A01081,P0101,UNUSUAL_TRANSACTION,T01423,0.79,Transaction pattern deviates from the synthetic baseline.
A01082,P0002,HIGH_CALL_ACTIVITY,C04060,0.75,Repeated communication was detected between connected entities.
A01083,P0252,HIGH_CALL_ACTIVITY,F00695,0.91,Repeated communication was detected between connected entities.
A01084,P0218,HIGH_CALL_ACTIVITY,T01136,0.81,Repeated communication was detected between connected entities.
A01085,P0219,UNUSUAL_TRANSACTION,T01228,0.8,Transaction pattern deviates from the synthetic baseline.
A01086,P0381,UNUSUAL_TRANSACTION,C00282,0.64,Transaction pattern deviates from the synthetic baseline.
A01087,P0235,LOCATION_ASSOCIATION,C05454,0.67,A linked vehicle/person was observed at a monitored synthetic location.
A01088,P0367,HIGH_CALL_ACTIVITY,C02161,0.66,Repeated communication was detected between connected entities.
A01089,P0048,DENSE_NETWORK_CLUSTER,C05062,0.6,Entity is located in a densely connected synthetic graph cluster.
A01090,P0261,HIGH_CALL_ACTIVITY,C03998,0.63,Repeated communication was detected between connected entities.
A01091,P0483,LOCATION_ASSOCIATION,C04064,0.61,A linked vehicle/person was observed at a monitored synthetic location.
A01092,P0181,UNUSUAL_TRANSACTION,C01278,0.8,Transaction pattern deviates from the synthetic baseline.
A01093,P0263,UNUSUAL_TRANSACTION,C00258,0.66,Transaction pattern deviates from the synthetic baseline.
A01094,P0064,UNUSUAL_TRANSACTION,C05726,0.62,Transaction pattern deviates from the synthetic baseline.
A01095,P0094,LOCATION_ASSOCIATION,C04065,0.81,A linked vehicle/person was observed at a monitored synthetic location.
A01096,P0085,UNUSUAL_TRANSACTION,C05025,0.71,Transaction pattern deviates from the synthetic baseline.
A01097,P0321,DENSE_NETWORK_CLUSTER,F00871,0.73,Entity is located in a densely connected synthetic graph cluster.
A01098,P0424,LOCATION_ASSOCIATION,C04034,0.86,A linked vehicle/person was observed at a monitored synthetic location.
A01099,P0357,DENSE_NETWORK_CLUSTER,C05505,0.7,Entity is located in a densely connected synthetic graph cluster.
A01100,P0181,LOCATION_ASSOCIATION,C02737,0.89,A linked vehicle/person was observed at a monitored synthetic location.
A01101,P0429,UNUSUAL_TRANSACTION,T02961,0.86,Transaction pattern deviates from the synthetic baseline.
A01102,P0161,LOCATION_ASSOCIATION,C04841,0.9,A linked vehicle/person was observed at a monitored synthetic location.
A01103,P0268,DENSE_NETWORK_CLUSTER,C03867,0.71,Entity is located in a densely connected synthetic graph cluster.
A01104,P0248,UNUSUAL_TRANSACTION,T02399,0.68,Transaction pattern deviates from the synthetic baseline.
A01105,P0304,LOCATION_ASSOCIATION,C00572,0.75,A linked vehicle/person was observed at a monitored synthetic location.
A01106,P0014,UNUSUAL_TRANSACTION,C00782,0.96,Transaction pattern deviates from the synthetic baseline.
A01107,P0300,LOCATION_ASSOCIATION,C05341,0.67,A linked vehicle/person was observed at a monitored synthetic location.
A01108,P0440,DENSE_NETWORK_CLUSTER,T00792,0.63,Entity is located in a densely connected synthetic graph cluster.
A01109,P0380,UNUSUAL_TRANSACTION,C02846,0.7,Transaction pattern deviates from the synthetic baseline.
A01110,P0419,HIGH_CALL_ACTIVITY,T01907,0.7,Repeated communication was detected between connected entities.
A01111,P0141,UNUSUAL_TRANSACTION,T02613,0.92,Transaction pattern deviates from the synthetic baseline.
A01112,P0065,LOCATION_ASSOCIATION,C03573,0.94,A linked vehicle/person was observed at a monitored synthetic location.
A01113,P0370,UNUSUAL_TRANSACTION,C04230,0.79,Transaction pattern deviates from the synthetic baseline.
A01114,P0451,LOCATION_ASSOCIATION,T02916,0.73,A linked vehicle/person was observed at a monitored synthetic location.
A01115,P0307,DENSE_NETWORK_CLUSTER,T02349,0.67,Entity is located in a densely connected synthetic graph cluster.
A01116,P0282,LOCATION_ASSOCIATION,F00692,0.66,A linked vehicle/person was observed at a monitored synthetic location.
A01117,P0144,HIGH_CALL_ACTIVITY,C04574,0.77,Repeated communication was detected between connected entities.
A01118,P0468,DENSE_NETWORK_CLUSTER,C02151,0.72,Entity is located in a densely connected synthetic graph cluster.
A01119,P0484,DENSE_NETWORK_CLUSTER,T01275,0.67,Entity is located in a densely connected synthetic graph cluster.
A01120,P0224,HIGH_CALL_ACTIVITY,F00027,0.74,Repeated communication was detected between connected entities.
A01121,P0326,DENSE_NETWORK_CLUSTER,C01116,0.85,Entity is located in a densely connected synthetic graph cluster.
A01122,P0442,UNUSUAL_TRANSACTION,T02845,0.62,Transaction pattern deviates from the synthetic baseline.
A01123,P0121,LOCATION_ASSOCIATION,C02638,0.86,A linked vehicle/person was observed at a monitored synthetic location.
A01124,P0281,DENSE_NETWORK_CLUSTER,F00913,0.77,Entity is located in a densely connected synthetic graph cluster.
A01125,P0084,DENSE_NETWORK_CLUSTER,C02942,0.73,Entity is located in a densely connected synthetic graph cluster.
A01126,P0393,DENSE_NETWORK_CLUSTER,T00810,0.66,Entity is located in a densely connected synthetic graph cluster.
A01127,P0291,DENSE_NETWORK_CLUSTER,T02219,0.66,Entity is located in a densely connected synthetic graph cluster.
A01128,P0143,UNUSUAL_TRANSACTION,F00014,0.65,Transaction pattern deviates from the synthetic baseline.
A01129,P0154,LOCATION_ASSOCIATION,C05939,0.68,A linked vehicle/person was observed at a monitored synthetic location.
A01130,P0425,DENSE_NETWORK_CLUSTER,C02813,0.7,Entity is located in a densely connected synthetic graph cluster.
A01131,P0079,UNUSUAL_TRANSACTION,C00910,0.83,Transaction pattern deviates from the synthetic baseline.
A01132,P0491,DENSE_NETWORK_CLUSTER,F00947,0.73,Entity is located in a densely connected synthetic graph cluster.
A01133,P0276,UNUSUAL_TRANSACTION,T02187,0.95,Transaction pattern deviates from the synthetic baseline.
A01134,P0248,DENSE_NETWORK_CLUSTER,C01130,0.79,Entity is located in a densely connected synthetic graph cluster.
A01135,P0048,LOCATION_ASSOCIATION,T02681,0.72,A linked vehicle/person was observed at a monitored synthetic location.
A01136,P0363,HIGH_CALL_ACTIVITY,C02421,0.96,Repeated communication was detected between connected entities.
A01137,P0301,HIGH_CALL_ACTIVITY,C05926,0.75,Repeated communication was detected between connected entities.
A01138,P0496,LOCATION_ASSOCIATION,C05866,0.82,A linked vehicle/person was observed at a monitored synthetic location.
A01139,P0216,LOCATION_ASSOCIATION,C05071,0.67,A linked vehicle/person was observed at a monitored synthetic location.
A01140,P0314,DENSE_NETWORK_CLUSTER,T01577,0.95,Entity is located in a densely connected synthetic graph cluster.
A01141,P0314,DENSE_NETWORK_CLUSTER,C03756,0.79,Entity is located in a densely connected synthetic graph cluster.
A01142,P0106,UNUSUAL_TRANSACTION,C01504,0.88,Transaction pattern deviates from the synthetic baseline.
A01143,P0437,HIGH_CALL_ACTIVITY,T02383,0.63,Repeated communication was detected between connected entities.
A01144,P0010,UNUSUAL_TRANSACTION,F00181,0.89,Transaction pattern deviates from the synthetic baseline.
A01145,P0416,UNUSUAL_TRANSACTION,C03829,0.91,Transaction pattern deviates from the synthetic baseline.
A01146,P0345,UNUSUAL_TRANSACTION,C05932,0.84,Transaction pattern deviates from the synthetic baseline.
A01147,P0008,DENSE_NETWORK_CLUSTER,C03174,0.73,Entity is located in a densely connected synthetic graph cluster.
A01148,P0071,LOCATION_ASSOCIATION,C04055,0.71,A linked vehicle/person was observed at a monitored synthetic location.
A01149,P0017,LOCATION_ASSOCIATION,T02798,0.81,A linked vehicle/person was observed at a monitored synthetic location.
A01150,P0092,UNUSUAL_TRANSACTION,T01376,0.91,Transaction pattern deviates from the synthetic baseline.
A01151,P0228,HIGH_CALL_ACTIVITY,C00979,0.77,Repeated communication was detected between connected entities.
A01152,P0440,LOCATION_ASSOCIATION,T01906,0.65,A linked vehicle/person was observed at a monitored synthetic location.
A01153,P0336,HIGH_CALL_ACTIVITY,T01766,0.76,Repeated communication was detected between connected entities.
A01154,P0133,HIGH_CALL_ACTIVITY,F00383,0.62,Repeated communication was detected between connected entities.
A01155,P0242,HIGH_CALL_ACTIVITY,C02725,0.81,Repeated communication was detected between connected entities.
A01156,P0393,DENSE_NETWORK_CLUSTER,C05343,0.64,Entity is located in a densely connected synthetic graph cluster.
A01157,P0486,HIGH_CALL_ACTIVITY,T02359,0.88,Repeated communication was detected between connected entities.
A01158,P0005,LOCATION_ASSOCIATION,T02662,0.72,A linked vehicle/person was observed at a monitored synthetic location.
A01159,P0178,HIGH_CALL_ACTIVITY,T02634,0.81,Repeated communication was detected between connected entities.
A01160,P0283,DENSE_NETWORK_CLUSTER,C02477,0.94,Entity is located in a densely connected synthetic graph cluster.
A01161,P0402,DENSE_NETWORK_CLUSTER,C01721,0.83,Entity is located in a densely connected synthetic graph cluster.
A01162,P0404,DENSE_NETWORK_CLUSTER,F00506,0.94,Entity is located in a densely connected synthetic graph cluster.
A01163,P0380,UNUSUAL_TRANSACTION,T00545,0.8,Transaction pattern deviates from the synthetic baseline.
A01164,P0229,DENSE_NETWORK_CLUSTER,C05635,0.7,Entity is located in a densely connected synthetic graph cluster.
A01165,P0401,UNUSUAL_TRANSACTION,C01405,0.79,Transaction pattern deviates from the synthetic baseline.
A01166,P0383,DENSE_NETWORK_CLUSTER,T00494,0.66,Entity is located in a densely connected synthetic graph cluster.
A01167,P0227,LOCATION_ASSOCIATION,F00389,0.91,A linked vehicle/person was observed at a monitored synthetic location.
A01168,P0320,DENSE_NETWORK_CLUSTER,C01523,0.75,Entity is located in a densely connected synthetic graph cluster.
A01169,P0060,DENSE_NETWORK_CLUSTER,C01311,0.89,Entity is located in a densely connected synthetic graph cluster.
A01170,P0001,HIGH_CALL_ACTIVITY,T01181,0.76,Repeated communication was detected between connected entities.
A01171,P0416,HIGH_CALL_ACTIVITY,C00245,0.82,Repeated communication was detected between connected entities.
A01172,P0026,UNUSUAL_TRANSACTION,C05879,0.78,Transaction pattern deviates from the synthetic baseline.
A01173,P0374,UNUSUAL_TRANSACTION,C04831,0.73,Transaction pattern deviates from the synthetic baseline.
A01174,P0097,UNUSUAL_TRANSACTION,F00651,0.64,Transaction pattern deviates from the synthetic baseline.
A01175,P0132,HIGH_CALL_ACTIVITY,T01979,0.72,Repeated communication was detected between connected entities.
A01176,P0484,DENSE_NETWORK_CLUSTER,C04751,0.75,Entity is located in a densely connected synthetic graph cluster.
A01177,P0251,DENSE_NETWORK_CLUSTER,T00220,0.72,Entity is located in a densely connected synthetic graph cluster.
A01178,P0414,LOCATION_ASSOCIATION,C02390,0.62,A linked vehicle/person was observed at a monitored synthetic location.
A01179,P0310,DENSE_NETWORK_CLUSTER,T00190,0.74,Entity is located in a densely connected synthetic graph cluster.
A01180,P0146,LOCATION_ASSOCIATION,C00992,0.76,A linked vehicle/person was observed at a monitored synthetic location.
A01181,P0254,HIGH_CALL_ACTIVITY,C01857,0.96,Repeated communication was detected between connected entities.
A01182,P0033,LOCATION_ASSOCIATION,C04393,0.87,A linked vehicle/person was observed at a monitored synthetic location.
A01183,P0084,UNUSUAL_TRANSACTION,C00427,0.66,Transaction pattern deviates from the synthetic baseline.
A01184,P0001,UNUSUAL_TRANSACTION,C01477,0.75,Transaction pattern deviates from the synthetic baseline.
A01185,P0148,LOCATION_ASSOCIATION,C03436,0.74,A linked vehicle/person was observed at a monitored synthetic location.
A01186,P0046,HIGH_CALL_ACTIVITY,C05327,0.67,Repeated communication was detected between connected entities.
A01187,P0166,HIGH_CALL_ACTIVITY,C04847,0.6,Repeated communication was detected between connected entities.
A01188,P0267,LOCATION_ASSOCIATION,F00093,0.96,A linked vehicle/person was observed at a monitored synthetic location.
A01189,P0297,HIGH_CALL_ACTIVITY,T02522,0.87,Repeated communication was detected between connected entities.
A01190,P0350,HIGH_CALL_ACTIVITY,C05475,0.94,Repeated communication was detected between connected entities.
A01191,P0072,LOCATION_ASSOCIATION,T00568,0.67,A linked vehicle/person was observed at a monitored synthetic location.
A01192,P0140,DENSE_NETWORK_CLUSTER,C00669,0.67,Entity is located in a densely connected synthetic graph cluster.
A01193,P0347,DENSE_NETWORK_CLUSTER,T01350,0.62,Entity is located in a densely connected synthetic graph cluster.
A01194,P0170,HIGH_CALL_ACTIVITY,T02932,0.97,Repeated communication was detected between connected entities.
A01195,P0359,HIGH_CALL_ACTIVITY,T00995,0.9,Repeated communication was detected between connected entities.
A01196,P0371,DENSE_NETWORK_CLUSTER,T01394,0.82,Entity is located in a densely connected synthetic graph cluster.
A01197,P0435,UNUSUAL_TRANSACTION,F00796,0.82,Transaction pattern deviates from the synthetic baseline.
A01198,P0093,HIGH_CALL_ACTIVITY,C00146,0.81,Repeated communication was detected between connected entities.
A01199,P0202,LOCATION_ASSOCIATION,T02319,0.89,A linked vehicle/person was observed at a monitored synthetic location.
A01200,P0083,LOCATION_ASSOCIATION,C01030,0.77,A linked vehicle/person was observed at a monitored synthetic location.
